Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
440,James Milner,eng ENG,"MF,DF",Liverpool,36,1986,31,913,29,26.7,10.1,7,77,3,24,16,3,1.84,17,12,5,0.49,-0.33,21.4,13.6,7.9,0.78,0.28,Matches
441,Yerry Mina,co COL,DF,Everton,27,1994,7,594,85,17.4,6.6,7,85,5,0,,17,1,8,9,-1,-0.15,0.55,9.2,10.1,-0.9,-0.13,0.49,Matches
442,Tyrone Mings,eng ENG,DF,Aston Villa,29,1993,35,"3,150",90,92.1,35,35,90,35,0,,1,1.74,50,40,10,0.29,1.95,48.8,48,0.8,0.02,1.05,Matches
443,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22,1999,36,"2,891",80,84.5,32.1,34,84,27,2,19,0,1.17,36,38,-2,-0.06,1.13,33.5,38.4,-4.8,-0.15,0.52,Matches
444,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,25,1997,33,"2,318",70,67.8,25.8,24,88,16,9,24,2,1.67,49,35,14,0.54,0.14,53.7,34.8,19,0.74,0.4,Matches
445,Aleksandar Mitrović,rs SRB,FW,Fulham,27,1994,24,"2,008",84,58.7,22.3,23,86,14,1,26,0,1.5,33,30,3,0.13,0.2,31.2,34.9,-3.7,-0.17,0.72,Matches
446,Diogo Monteiro,pt POR,DF,Leeds United,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
447,Kieffer Moore,wls WAL,FW,Bournemouth,29,1992,27,"1,279",47,37.4,14.2,12,86,8,15,17,8,0.85,11,34,-23,-1.62,-1.16,11,25.6,-14.6,-1.02,-0.57,Matches
448,Andrew Moran,ie IRL,FW,Brighton,18,2003,1,12,12,0.4,0.1,0,,0,1,12,12,3,0,1,-1,-7.5,-8.03,0.1,0.8,-0.7,-5.5,-6.13,Matches
449,Álex Moreno,es ESP,DF,Aston Villa,29,1993,19,"1,329",70,38.9,14.8,14,81,5,5,40,0,1.89,23,10,13,0.88,1.22,19.7,18.6,1.1,0.07,0.21,Matches
450,Jimmy Morgan,eng ENG,FW,Southampton,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
451,Yerson Mosquera,co COL,DF,Wolves,21,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
452,Mason Mount,eng ENG,"MF,FW",Chelsea,23,1999,24,"1,648",69,48.2,18.3,20,77,7,4,25,2,1.29,18,21,-3,-0.16,0.14,22.3,23.4,-1.1,-0.06,0.04,Matches
453,Lucas Moura,br BRA,"MF,DF",Tottenham,29,1992,15,153,10,4.5,1.7,0,,0,15,10,7,1.53,6,4,2,1.18,1.04,4.1,2.4,1.7,1.03,0.87,Matches
454,João Moutinho,pt POR,MF,Wolves,35,1986,31,"1,780",57,52,19.8,20,74,6,11,27,2,1.16,12,28,-16,-0.81,-0.21,20.2,27.3,-7,-0.36,0.52,Matches
455,Divin Mubama,eng ENG,FW,West Ham,17,2004,3,38,13,1.1,0.4,0,,0,3,13,0,1,1,0,1,2.37,2.74,0.8,1.3,-0.4,-1.06,-0.97,Matches
456,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,21,2001,15,657,44,19.2,7.3,7,66,1,8,24,4,0.67,6,10,-4,-0.55,-0.39,11.2,11.7,-0.4,-0.06,0.02,Matches
457,Romaine Mundle,eng ENG,MF,Tottenham,19,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
458,Rodrigo Muniz,br BRA,FW,Fulham,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
459,Jacob Murphy,eng ENG,FW,Newcastle Utd,27,1995,36,"1,251",35,36.6,13.9,14,67,1,22,14,1,1.86,29,12,17,1.22,0.48,28.4,16.1,12.2,0.88,0.04,Matches
460,Enock Mwepu,zm ZAM,"FW,MF",Brighton,24,1998,6,213,36,6.2,2.4,2,73,0,4,17,0,2.17,5,4,1,0.42,-0.08,4.2,2.8,1.4,0.59,-0.03,Matches
461,Vitaliy Mykolenko,ua UKR,DF,Everton,23,1999,34,"2,655",78,77.6,29.5,30,86,27,4,17,0,0.91,28,46,-18,-0.61,-0.02,34.6,52.2,-17.6,-0.6,-0.25,Matches
462,Marvelous Nakamba,zw ZIM,MF,Aston Villa,28,1994,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
463,Keylor Navas,cr CRC,GK,Nott'ham Forest,35,1986,17,"1,529",90,44.7,17,17,90,16,0,,0,0.94,21,32,-11,-0.65,0.26,15.8,32.4,-16.6,-0.98,-0.58,Matches
464,Wilfred Ndidi,ng NGA,MF,Leicester City,25,1996,27,"1,679",62,49.1,18.7,19,79,8,8,22,4,0.7,25,39,-14,-0.75,-0.6,22.1,31.6,-9.5,-0.51,-0.34,Matches
465,Reiss Nelson,eng ENG,FW,Arsenal,22,1999,11,212,19,6.2,2.4,0,,0,11,19,11,2.09,10,3,7,2.97,1.91,5.1,2.3,2.8,1.18,0.42,Matches
466,Neto,br BRA,GK,Bournemouth,33,1989,27,"2,385",88,69.7,26.5,27,88,26,0,,3,1.22,27,39,-12,-0.45,1.46,30.7,44,-13.4,-0.51,0.53,Matches
467,Pedro Neto,pt POR,"FW,MF",Wolves,22,2000,18,964,54,28.2,10.7,13,69,2,5,13,3,1.06,7,15,-8,-0.75,-0.05,10.9,14.2,-3.2,-0.3,0.42,Matches
468,Rúben Neves,pt POR,MF,Wolves,25,1997,35,"3,019",86,88.3,33.5,33,89,30,2,45,0,1,26,48,-22,-0.66,0.47,32.5,51.7,-19.2,-0.57,0.29,Matches
469,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,26,1996,14,"1,163",83,34,12.9,14,83,11,0,,1,1.07,15,21,-6,-0.46,0.49,11.7,23.2,-11.5,-0.89,-0.36,Matches
470,Rasmus Nissen,dk DEN,DF,Leeds United,25,1997,26,"1,960",75,57.3,21.8,21,87,17,5,26,11,0.88,29,53,-24,-1.1,-0.73,26.9,40.9,-14,-0.64,-0.29,Matches
471,Eddie Nketiah,eng ENG,FW,Arsenal,23,1999,30,"1,089",36,31.8,12.1,9,90,8,21,13,3,2.07,26,16,10,0.83,-0.52,24.9,14.2,10.7,0.89,0.15,Matches
472,Matheus Nunes,pt POR,MF,Wolves,23,1998,34,"2,467",73,72.1,27.4,30,79,14,4,22,0,1.14,21,41,-20,-0.73,-0.07,23.7,41.7,-18,-0.66,-0.19,Matches
473,Darwin Núñez,uy URU,FW,Liverpool,23,1999,29,"1,695",58,49.6,18.8,19,78,5,10,21,0,1.9,35,22,13,0.69,-0.09,37.3,27.2,10.1,0.54,-0.07,Matches
474,Ethan Nwaneri,eng ENG,FW,Arsenal,15,2007,1,1,1,0,0,0,,0,1,1,0,3,0,0,0,0,-1.18,0,0,0,0,-0.79,Matches
475,Christian Nørgaard,dk DEN,MF,Brentford,28,1994,22,"1,763",80,51.5,19.6,21,83,12,1,29,0,1.5,31,23,8,0.41,0.19,29.4,24.7,4.7,0.24,0.12,Matches
476,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,23,1998,13,584,45,17.1,6.5,6,77,3,7,17,2,0.92,5,14,-9,-1.39,-0.72,6.7,13.7,-7,-1.08,-0.51,Matches
477,Tommi O'Reilly,eng ENG,MF,Aston Villa,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
478,Odeluga Offiah,eng ENG,DF,Brighton,19,2002,2,25,13,0.7,0.3,0,,0,2,13,5,0,0,3,-3,-10.8,-11.38,0.7,2,-1.3,-4.54,-5.19,Matches
479,Angelo Ogbonna,it ITA,DF,West Ham,34,1988,16,"1,237",77,36.2,13.7,13,88,11,3,33,19,1.13,15,19,-4,-0.29,0.08,17.6,20.1,-2.5,-0.18,-0.12,Matches
480,Armstrong Okoflex,ie IRL,MF,West Ham,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
481,Michael Olakigbe,eng ENG,FW,Brentford,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
482,Michael Olise,fr FRA,"FW,MF",Crystal Palace,20,2001,37,"2,749",74,80.4,30.5,31,85,17,6,20,0,1.22,35,38,-3,-0.1,0.71,32.1,36.6,-4.5,-0.15,0.43,Matches
483,Robin Olsen,se SWE,GK,Aston Villa,32,1990,4,281,70,8.2,3.1,2,90,2,2,51,30,1,4,8,-4,-1.28,-1.54,3.7,8.6,-4.9,-1.56,-1.64,Matches
484,Amadou Onana,be BEL,MF,Everton,20,2001,33,"2,488",75,72.7,27.6,29,83,16,4,21,1,1.03,22,37,-15,-0.54,0.23,32,46.6,-14.6,-0.53,0.04,Matches
485,Josh Onomah,eng ENG,MF,Fulham,25,1997,2,15,8,0.4,0.2,0,,0,2,8,3,0,0,2,-2,-12,-12.11,0.1,0.6,-0.5,-3.02,-2.57,Matches
486,Paul Onuachu,ng NGA,FW,Southampton,28,1994,11,407,37,11.9,4.5,4,64,0,7,22,4,0.45,3,7,-4,-0.88,0.1,4.2,6.1,-1.9,-0.42,0.22,Matches
487,Frank Onyeka,ng NGA,MF,Brentford,24,1998,21,848,40,24.8,9.4,8,65,0,13,25,6,1.71,12,11,1,0.11,-0.28,12.8,15.1,-2.3,-0.25,-0.57,Matches
488,Mislav Oršić,hr CRO,MF,Southampton,29,1992,1,7,7,0.2,0.1,0,,0,1,7,3,0,0,0,0,0,0.98,0.2,0,0.2,2.22,2.84,Matches
489,Stefan Ortega,de GER,GK,Manchester City,29,1992,3,270,90,7.9,3,3,90,3,0,,35,2.33,5,1,4,1.33,-0.3,5.3,3.9,1.4,0.48,-0.81,Matches
490,Dango Ouattara,bf BFA,"MF,FW",Bournemouth,20,2002,19,"1,241",65,36.3,13.8,15,78,7,4,17,0,1.21,13,23,-10,-0.73,0.27,17.5,25.5,-8,-0.58,0.14,Matches
491,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,28,1993,9,335,37,9.8,3.7,4,69,0,5,12,4,1.33,5,7,-2,-0.54,-1.41,7,6.4,0.6,0.17,-0.44,Matches
492,David Ozoh,,FW,Crystal Palace,17,2005,1,1,1,0,0,0,,0,1,1,3,1,0,0,0,0,0.24,0,0,0,0,0.23,Matches
493,Nico O’Reilly,eng ENG,FW,Manchester City,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
494,João Palhinha,pt POR,MF,Fulham,27,1995,35,"3,108",89,90.9,34.5,35,89,30,0,,0,1.49,51,43,8,0.23,1.96,42.1,55.7,-13.7,-0.4,0.73,Matches
495,Cole Palmer,eng ENG,"MF,FW",Manchester City,20,2002,14,370,26,10.8,4.1,2,90,2,12,16,17,2.64,3,4,-1,-0.24,-2.07,5.3,7.9,-2.6,-0.62,-2.07,Matches
496,Emerson Palmieri,it ITA,DF,West Ham,27,1994,22,"1,320",60,38.6,14.7,16,79,9,6,9,13,1.18,15,28,-13,-0.89,-0.89,17.3,23,-5.7,-0.39,-0.47,Matches
497,Lucas Paquetá,br BRA,MF,West Ham,24,1997,28,"2,151",77,62.9,23.9,27,79,7,1,24,1,1.11,32,39,-7,-0.29,0.13,32.2,33.7,-1.5,-0.06,0.1,Matches
498,Stefan Parkes,eng ENG,DF,Fulham,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
499,Thomas Partey,gh GHA,MF,Arsenal,29,1993,33,"2,483",75,72.6,27.6,28,85,21,5,20,0,2.27,69,28,41,1.49,1.1,54.7,31.9,22.8,0.82,0.14,Matches
500,Nathan Patterson,sct SCO,"DF,MF",Everton,20,2001,19,"1,279",67,37.4,14.2,14,82,11,5,26,2,0.74,13,22,-9,-0.63,-0.04,16.4,24.8,-8.4,-0.59,-0.08,Matches
501,Travis Patterson,eng ENG,MF,Aston Villa,16,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
502,Lewis Payne,eng ENG,DF,Southampton,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
503,Ben Pearson,eng ENG,MF,Bournemouth,27,1995,7,286,41,8.4,3.2,3,69,1,4,20,7,1,1,10,-9,-2.83,-2.11,1.3,5.8,-4.6,-1.43,-0.84,Matches
504,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,20,2001,4,64,16,1.9,0.7,0,,0,4,16,19,1.25,2,1,1,1.41,1.03,1.3,1,0.3,0.47,0.02,Matches
505,Nicolas Pépé,ci CIV,"FW,MF",Arsenal,27,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
506,Andreas Pereira,br BRA,MF,Fulham,26,1996,33,"2,692",82,78.7,29.9,33,82,7,0,,0,1.36,43,40,3,0.1,0.22,35.8,46.4,-10.5,-0.35,0.52,Matches
507,Ricardo Pereira,pt POR,"DF,MF",Leicester City,28,1993,10,454,45,13.3,5,5,79,3,5,12,2,0.7,3,11,-8,-1.59,-1.31,6.5,8.3,-1.8,-0.36,-0.02,Matches
508,Ayoze Pérez,es ESP,"MF,FW",Leicester City,29,1993,8,382,48,11.2,4.2,3,75,1,5,32,10,0.75,4,5,-1,-0.24,0.24,5.7,5.6,0.2,0.04,0.42,Matches
509,Ivan Perišić,hr CRO,"DF,MF",Tottenham,33,1989,34,"2,108",62,61.6,23.4,23,83,10,11,18,3,1.41,40,44,-4,-0.17,-0.93,34.7,34,0.7,0.03,-0.43,Matches
510,Sonny Perkins,eng ENG,FW,Leeds United,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
511,Romain Perraud,fr FRA,DF,Southampton,24,1997,29,"1,835",63,53.7,20.4,22,78,12,7,16,2,0.59,15,35,-20,-0.98,-0.02,19.3,30.2,-10.9,-0.53,0.17,Matches
