Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
339,Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,5,0.60,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,de5b5570
340,Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5ed97752
341,Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,39,1.61,32,0,0,0,1,6,8,0.33,7,0,0,0,0,1,Matches,6b47c5db
342,Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,57,2.45,45,0,5,2,5,0,8,0.34,7,0,0,1,0,0,Matches,5cdddffa
343,Reiss Nelson,eng ENG,FWMF,Arsenal,20,1999,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c5bdb6e3
344,Pedro Neto,pt POR,FWMF,Wolves,20,2000,28.3,123,4.34,66,28,13,5,10,1,10,0.35,4,2,1,1,1,1,Matches,7ba2eaa9
345,Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,77,2.59,63,3,2,4,1,4,4,0.13,4,0,0,0,0,0,Matches,44bfb6c5
346,Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,11,2.35,9,0,0,1,1,0,1,0.21,1,0,0,0,0,0,Matches,a53649b7
347,Niels Nkounkou,fr FRA,DFFW,Everton,19,2000,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f5b281e7
348,Dan Nlundulu,eng ENG,FWMF,Southampton,21,1999,1.2,2,1.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30040f5d
349,Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,13,1.64,9,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,ff527768
350,Will Norris,eng ENG,GK,Burnley,26,1993,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c73ada83
351,Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,54,2.19,39,14,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches,43439614
352,Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,312626c1
353,Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,16,0.69,11,2,0,0,1,2,2,0.09,1,1,0,0,0,0,Matches,1d042188
354,Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,caa1a7f0
355,Denis Odoi,gh GHA,DF,Fulham,32,1988,3.0,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f7750aa0
356,Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,12,0.43,9,1,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches,74b2cd7e
357,Robin Olsen,se SWE,GK,Everton,30,1990,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e7ee38c3
358,Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,8,1.93,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,6612cd8c
359,Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,3,1.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,43a166b4
360,Ben Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,34,1.91,30,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79bc4c45
361,Owen Otasowie,us USA,MFFW,Wolves,19,2001,2.1,7,3.37,4,0,0,1,2,0,2,0.96,2,0,0,0,0,0,Matches,6956ff08
362,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,26,1993,2.8,6,2.13,6,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches,38c7feef
363,Emerson Palmieri,it ITA,DF,Chelsea,25,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e0bc6fdc
364,Thomas Partey,gh GHA,MF,Arsenal,27,1993,17.0,31,1.82,28,0,2,1,0,0,3,0.18,3,0,0,0,0,0,Matches,529f49ab
365,Rui Patrício,pt POR,GK,Wolves,32,1988,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79b0d6a0
366,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,2,0.50,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4879f8cb
367,Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,3,1.18,3,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches,af341b88
368,Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18.0,43,2.39,27,4,6,4,2,0,8,0.45,4,0,2,1,1,0,Matches,57e3f0c7
369,Matheus Pereira,pt POR,MFFW,West Brom,24,1996,28.6,118,4.12,77,26,5,2,8,0,10,0.35,8,0,0,0,2,0,Matches,b04ee927
370,Ricardo Pereira,pt POR,DFFW,Leicester City,26,1993,10.7,23,2.15,21,0,1,0,0,1,3,0.28,2,0,0,0,0,1,Matches,75a72a99
371,Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,14.8,50,3.38,34,1,4,7,4,0,4,0.27,4,0,0,0,0,0,Matches,819aa8e7
372,Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27.0,70,2.59,41,21,2,2,1,3,2,0.07,2,0,0,0,0,0,Matches,4f565d77
373,Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,46,2.26,33,7,4,2,0,0,2,0.10,2,0,0,0,0,0,Matches,7bb5f40e
374,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,12,0.74,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0,Matches,515ebe8d
375,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,19f4d211
376,Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,6,0.20,3,3,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,4806ec67
377,Erik Pieters,nl NED,DFMF,Burnley,31,1988,14.1,19,1.35,16,0,0,1,2,0,4,0.28,2,0,0,1,1,0,Matches,1ef37668
378,Daniel Podence,pt POR,MFFW,Wolves,24,1995,18.5,60,3.25,42,1,9,1,7,0,6,0.32,2,0,4,0,0,0,Matches,7fcc71d8
379,Paul Pogba,fr FRA,MFFW,Manchester Utd,27,1993,21.1,72,3.41,57,1,2,5,5,2,7,0.33,2,0,2,1,2,0,Matches,867239d3
380,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,11,0.34,8,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b40d9ca
381,Dennis Praet,be BEL,MF,Leicester City,26,1994,8.0,16,2.01,14,0,1,0,0,1,3,0.38,2,0,1,0,0,0,Matches,86695068
382,Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fdd85f94
383,Christian Pulisic,us USA,FWMF,Chelsea,21,1998,19.3,69,3.57,53,1,6,2,7,0,8,0.41,7,0,0,1,0,0,Matches,1bf33a9a
384,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,8,0.21,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,466fb2c5
385,Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7.0,16,2.29,13,0,0,1,2,0,2,0.29,1,0,0,0,1,0,Matches,1544f145
386,Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dc31b84c
387,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6385ebfb
388,Raphinha,br BRA,MFFW,Leeds United,23,1996,26.2,120,4.58,68,26,14,7,4,1,15,0.57,8,3,2,2,0,0,Matches,3423f250
389,Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,116,3.58,87,0,17,5,7,0,20,0.62,16,0,3,0,1,0,Matches,a1d5bd30
390,Tim Ream,us USA,DF,Fulham,32,1987,7.0,3,0.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28b40c9c
391,Nathan Redmond,eng ENG,MFFW,Southampton,26,1994,19.3,63,3.26,44,0,9,6,3,1,5,0.26,5,0,0,0,0,0,Matches,ab651565
392,Harrison Reed,eng ENG,MF,Fulham,25,1995,25.0,44,1.76,36,6,0,2,0,0,3,0.12,2,0,0,1,0,0,Matches,803ae100
393,Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,42,1.68,29,1,2,5,4,1,9,0.36,8,0,0,0,1,0,Matches,3353737a
394,Bobby Reid,jm JAM,MFFW,Fulham,27,1993,26.4,42,1.59,29,0,4,3,6,0,5,0.19,4,0,0,0,1,0,Matches,0f7533cd
395,Declan Rice,eng ENG,MF,West Ham,21,1999,32.0,59,1.84,50,1,3,3,1,1,6,0.19,5,0,0,1,0,0,Matches,1c7012b8
396,Lewis Richardson,eng ENG,FWMF,Burnley,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4fa62ae4
397,Richarlison,br BRA,FW,Everton,23,1997,31.8,89,2.80,55,0,10,6,18,0,8,0.25,4,0,2,1,1,0,Matches,fa031b34
398,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,19,0.94,18,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7a1f2c08
399,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,30,1989,15.0,44,2.93,23,17,1,1,2,0,4,0.27,2,1,0,0,1,0,Matches,71ef519e
400,Tyler Roberts,wls WAL,MFFW,Leeds United,21,1999,14.9,39,2.62,29,0,3,1,6,0,2,0.13,2,0,0,0,0,0,Matches,6c17e046
401,Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,123,3.27,93,23,5,1,0,1,15,0.40,11,2,1,1,0,0,Matches,2e4f5f03
402,Antonee Robinson,us USA,DF,Fulham,22,1997,24.0,60,2.50,51,3,3,0,3,0,2,0.08,2,0,0,0,0,0,Matches,289601e6
403,Callum Robinson,ie IRL,FWMF,West Brom,25,1995,17.3,46,2.65,33,0,7,2,4,0,4,0.23,1,0,1,0,2,0,Matches,e75750a3
404,Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,9,0.92,6,0,1,1,1,0,4,0.41,2,0,1,0,1,0,Matches,7399c7a8
405,Hal Robson-Kanu,wls WAL,FW,West Brom,31,1989,6.2,12,1.93,8,0,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches,fb2dec57
406,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17acc2ed
407,Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8d62d31a
408,Rodri,es ESP,MF,Manchester City,24,1996,30.5,85,2.78,74,0,3,5,1,2,9,0.29,7,0,1,1,0,0,Matches,6434f10d
409,Rodrigo,es ESP,MFFW,Leeds United,29,1991,14.3,68,4.75,52,0,4,8,2,2,8,0.56,4,0,1,3,0,0,Matches,1fb1c435
410,James Rodríguez,co COL,FWMF,Everton,29,1991,19.6,72,3.67,46,15,4,1,6,0,13,0.66,8,4,0,0,1,0,Matches,715bf047
411,Jay Rodriguez,eng ENG,FW,Burnley,31,1989,14.1,25,1.78,18,0,2,2,3,0,3,0.21,3,0,0,0,0,0,Matches,4ab53cdb
412,Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,41,2.09,37,0,1,0,1,2,4,0.20,4,0,0,0,0,0,Matches,4b511457
413,John Ruddy,eng ENG,GK,Wolves,33,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,da8b19e2
414,Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19.0,18,0.95,18,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,18b896d6
415,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4535e4bb
416,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4535e4bb
417,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23,1997,17.3,68,3.92,43,1,17,1,6,0,10,0.58,7,0,3,0,0,0,Matches,2b16cb1a
418,Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,19,0.71,16,1,1,1,0,0,2,0.07,2,0,0,0,0,0,Matches,9fbbcf39
419,Bukayo Saka,eng ENG,FWMF,Arsenal,18,2001,28.4,108,3.81,71,12,8,9,8,0,12,0.42,9,0,1,0,2,0,Matches,bc7dc64d
420,Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,87935cf3
421,Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,134,3.92,105,1,6,13,7,2,16,0.47,12,0,0,2,2,0,Matches,e342ad68
422,Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0b33f6ad
423,Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,8,0.48,6,1,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,da7b447d
424,Robert Sánchez,es ESP,GK,Brighton,22,1997,27.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a713852
425,Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,5,1.53,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6e7f1353
426,Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,19,1.15,19,0,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches,77bb1522
427,Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,21945a9e
428,Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,13.8,9,0.65,6,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,c8aa95da
429,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,35,2.21,29,0,1,2,3,0,5,0.32,4,0,0,1,0,0,Matches,3312f911
430,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,53af52f3
431,Nélson Semedo,pt POR,DFMF,Wolves,26,1993,33.1,71,2.14,57,7,2,3,1,1,7,0.21,6,0,0,1,0,0,Matches,d04b94db
432,Femi Seriki,eng ENG,MF,Sheffield Utd,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4e0deaa
433,Jamie Shackleton,eng ENG,MFDF,Leeds United,20,1999,5.1,8,1.56,8,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,8d03ca5a
434,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,28,1991,6.2,32,5.18,30,1,0,0,0,1,3,0.49,3,0,0,0,0,0,Matches,6421ec64
435,Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,8.2,6,0.73,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e8c9f4e9
436,Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,115,3.90,75,33,2,1,4,0,9,0.31,6,2,0,0,1,0,Matches,9c94165b
437,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,73,2.51,40,25,1,6,1,0,8,0.28,4,4,0,0,0,0,Matches,3727dd3c
438,Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,00f0482f
439,Gylfi Sigurðsson,is ISL,MFFW,Everton,30,1989,25.0,75,2.99,42,23,2,6,2,0,7,0.28,4,2,0,1,0,0,Matches,76dd1480
440,Bernardo Silva,pt POR,MFFW,Manchester City,25,1994,22.9,84,3.66,69,3,6,4,2,0,12,0.52,11,0,0,1,0,0,Matches,3eb22ec9
441,Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,29,1.91,17,0,2,7,3,0,3,0.20,2,0,0,0,1,0,Matches,e7aa9d7c
442,Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,25,1.16,24,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches,86e7deaf
443,Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,17,0.97,16,0,1,0,0,0,2,0.11,2,0,0,0,0,0,Matches,2acd49b9
444,Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ffec9769
445,William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,4,2.09,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5e105217
446,Emile Smith Rowe,eng ENG,MFFW,Arsenal,20,2000,16.0,49,3.06,40,0,4,2,3,0,7,0.44,6,0,0,1,0,0,Matches,17695062
447,Robert Snodgrass,sct SCO,MFFW,West Brom,32,1987,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,9f4647e9
448,Robert Snodgrass,sct SCO,FWMF,West Ham,32,1987,0.1,2,36.00,1,0,0,0,1,0,1,18.00,0,0,0,0,1,0,Matches,9f4647e9
449,Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,15,1.81,10,2,2,0,1,0,2,0.24,2,0,0,0,0,0,Matches,839c14e1
450,Tomáš Souček,cz CZE,MF,West Ham,25,1995,38.0,58,1.53,44,1,1,6,5,1,8,0.21,7,0,0,1,0,0,Matches,6613c819
451,Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,11,0.54,7,1,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,21166ff4
452,Zack Steffen,us USA,GK,Manchester City,25,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,42130443
453,Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,4,1.38,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,653ee42d
454,Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,17,1.00,16,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,6adbc307
455,Raheem Sterling,eng ENG,FW,Manchester City,25,1994,28.2,108,3.83,77,0,14,8,9,0,15,0.53,9,0,3,2,1,0,Matches,b400bde0
456,Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30.0,39,1.30,36,0,0,1,2,0,4,0.13,3,0,0,0,1,0,Matches,17d4507a
457,John Stones,eng ENG,DF,Manchester City,26,1994,21.5,18,0.84,15,0,1,1,1,0,2,0.09,2,0,0,0,0,0,Matches,5eecec3d
458,Pascal Struijk,nl NED,DFMF,Leeds United,20,1999,23.1,15,0.65,14,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches,f4d296e4
459,Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,3,0.55,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,e9971f2d
460,Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,82,2.17,58,19,0,0,3,2,9,0.24,6,2,0,0,1,0,Matches,e514ab62
461,James Tarkowski,eng ENG,DF,Burnley,27,1992,36.0,28,0.78,19,4,0,2,2,1,0,0.00,0,0,0,0,0,0,Matches,15ea812b
462,Percy Tau,za RSA,FW,Brighton,26,1994,1.1,5,4.37,4,0,1,0,0,0,1,0.87,1,0,0,0,0,0,Matches,4d0eb7d2
463,Sidnei Tavares,pt POR,MF,Leicester City,18,2001,0.9,1,1.06,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,3add8ed8
464,Charlie Taylor,eng ENG,DF,Burnley,26,1993,27.0,31,1.15,21,0,2,2,6,0,3,0.11,2,0,0,0,1,0,Matches,cc2d7ad5
465,Neil Taylor,wls WAL,DF,Aston Villa,31,1989,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c2f9d19f
466,Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ab7d7882
467,Nathan Tella,eng ENG,FWMF,Southampton,21,1999,8.3,21,2.54,11,0,3,1,6,0,2,0.24,1,0,0,0,1,0,Matches,f1e94cd6
468,Alex Telles,br BRA,DF,Manchester Utd,27,1992,7.7,24,3.13,10,10,0,2,1,1,3,0.39,2,1,0,0,0,0,Matches,e73c9bb2
469,Kenny Tete,nl NED,DFMF,Fulham,24,1995,16.5,35,2.13,33,0,0,0,2,0,2,0.12,2,0,0,0,0,0,Matches,77d7c96f
470,William Thomas Fish,eng ENG,FW,Manchester Utd,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b2ee9d2c
471,Luke Thomas,eng ENG,DF,Leicester City,19,2001,10.8,17,1.58,13,0,0,1,1,2,3,0.28,3,0,0,0,0,0,Matches,fc027d02
472,Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,126,3.38,96,15,4,5,3,3,16,0.43,14,0,1,0,0,1,Matches,56f7a928
473,Kieran Tierney,sct SCO,DF,Arsenal,23,1997,25.5,57,2.23,45,2,5,1,4,0,8,0.31,3,0,4,0,1,0,Matches,fce2302c
474,James Tomkins,eng ENG,DF,Crystal Palace,31,1989,6.1,3,0.49,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e7ca0439
475,Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7edfbb8a
476,Ferrán Torres,es ESP,FWMF,Manchester City,20,2000,14.5,40,2.76,25,2,7,1,5,0,6,0.41,3,0,1,0,2,0,Matches,9e1035f8
477,Cenk Tosun,tr TUR,FW,Everton,29,1991,0.5,2,3.75,2,0,0,0,0,0,1,1.87,1,0,0,0,0,0,Matches,9a104dee
478,Andros Townsend,eng ENG,MFFW,Crystal Palace,29,1991,25.1,75,2.99,42,19,5,1,5,3,9,0.36,7,2,0,0,0,0,Matches,b28bbd58
479,Conor Townsend,eng ENG,DF,West Brom,27,1993,24.8,46,1.85,36,4,0,3,2,1,4,0.16,4,0,0,0,0,0,Matches,4dc4f138
480,Adama Traoré,es ESP,FWMF,Wolves,24,1996,29.4,115,3.91,74,0,25,3,13,0,5,0.17,3,0,1,0,1,0,Matches,9a28eba4
481,Bertrand Traoré,bf BFA,FW,Aston Villa,24,1995,25.7,83,3.22,43,12,12,7,8,1,9,0.35,6,1,0,0,1,1,Matches,c47541e0
482,Trézéguet,eg EGY,FW,Aston Villa,25,1994,13.0,34,2.63,24,0,2,3,5,0,2,0.15,2,0,0,0,0,0,Matches,3ae14ed1
483,Leandro Trossard,be BEL,MFFW,Brighton,25,1994,29.0,110,3.79,80,13,3,8,3,3,11,0.38,6,3,1,1,0,0,Matches,38ceb24a
484,Kostas Tsimikas,gr GRE,DFFW,Liverpool,24,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f315ca93
485,Axel Tuanzebe,eng ENG,DF,Manchester Utd,22,1997,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2baec6ce
486,Cengiz Ünder,tr TUR,FWMF,Leicester City,23,1997,3.1,15,4.82,11,0,3,1,0,0,2,0.64,2,0,0,0,0,0,Matches,1880614f
487,Yan Valery,tn TUN,DFMF,Southampton,21,1999,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,531a4aa8
488,Virgil van Dijk,nl NED,DF,Liverpool,29,1991,4.1,2,0.49,2,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches,e06683ca
489,Jamie Vardy,eng ENG,FW,Leicester City,33,1987,31.6,64,2.03,39,0,12,7,6,0,20,0.63,9,0,3,3,5,0,Matches,45963054
490,Joël Veltman,nl NED,DF,Brighton,28,1992,25.3,51,2.01,33,6,4,3,3,2,1,0.04,1,0,0,0,0,0,Matches,dad4b285
491,Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,28.6,28,0.98,24,0,0,3,1,0,4,0.14,2,0,0,1,1,0,Matches,1900032e
492,Rúben Vinagre,pt POR,MFDF,Wolves,21,1999,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b937e490
493,Carlos Vinícius,br BRA,FW,Tottenham,25,1995,3.4,5,1.46,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,8b529245
494,João Virgínia,pt POR,GK,Everton,20,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,728e9b2e
495,Vitinha,pt POR,MF,Wolves,20,2000,5.8,23,3.99,19,2,1,1,0,0,2,0.35,2,0,0,0,0,0,Matches,3b029691
496,Jake Vokins,eng ENG,DF,Southampton,20,2000,0.7,1,1.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d484c261
497,Matěj Vydra,cz CZE,FW,Burnley,28,1992,15.2,32,2.10,16,0,8,5,3,0,3,0.20,2,0,1,0,0,0,Matches,0d4ceb32
498,Theo Walcott,eng ENG,MFFW,Southampton,31,1989,18.0,31,1.72,23,0,1,3,3,1,6,0.33,2,0,1,1,2,0,Matches,1ecb65be
499,Theo Walcott,eng ENG,FW,Everton,31,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1ecb65be
500,Kyle Walker,eng ENG,DF,Manchester City,30,1990,21.6,33,1.53,27,3,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches,86dd77d1
501,Kyle Walker-Peters,eng ENG,DF,Southampton,23,1997,29.4,53,1.80,38,2,3,3,7,0,8,0.27,4,1,0,0,3,0,Matches,984a5a64
502,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,22,1997,34.0,57,1.68,54,1,1,0,0,1,8,0.24,8,0,0,0,0,0,Matches,9e525177
503,Joel Ward,eng ENG,DF,Crystal Palace,30,1989,25.1,19,0.76,18,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,8a7ff278
504,James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38.0,105,2.76,53,46,0,3,3,0,12,0.32,5,7,0,0,0,0,Matches,3515d404
505,Ollie Watkins,eng ENG,FW,Aston Villa,24,1995,37.0,110,2.97,85,0,6,12,6,1,14,0.38,9,0,1,3,1,0,Matches,aed3a70f
506,Caleb Watts,au AUS,MF,Southampton,18,2002,0.4,1,2.31,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,c7170b46
507,Adam Webster,eng ENG,DF,Brighton,25,1995,28.8,28,0.97,24,0,0,1,2,1,1,0.03,1,0,0,0,0,0,Matches,c40b6180
508,Danny Welbeck,eng ENG,FW,Brighton,29,1990,17.2,52,3.03,35,0,2,7,8,0,5,0.29,2,0,0,1,2,0,Matches,ce5143da
